,,,,,CPX,,,,OC,,,,,,CL,,,,,,GS,,,,,,OCG,,,,,,,
instance,k/|V|,weight,|V|,|E|,T,EG,#N,GI,T,EG,#N,GI,#C,ST,T,EG,#N,GI,#C,ST,T,EG,#N,GI,#C,ST,T,EG,#N,GI,#C(OC),#C(CL),#C(GS),ST
47,30%,unit,200,1093,2.7,NA,55,89.1,0.5,NA,1,100.0,281,0.1,0.9,NA,1,100.0,210,0,3.0,NA,50,93.0,351,0.1,0.6,NA,1,100.0,330,145,120,0.1
49,30%,unit,200,933,0.5,NA,1,100.0,0.2,NA,1,100.0,164,<0.1,0.2,NA,1,100.0,94,0,0.5,NA,1,100.0,119,<0.1,0.2,NA,1,100.0,170,95,119,<0.1
51,30%,unit,200,1098,6.6,NA,614,81.6,3.6,NA,83,94.3,820,0.3,3.5,NA,148,91.9,208,0,6.2,NA,464,80.7,457,0.1,3.1,NA,30,94.1,902,144,120,0.3
53,30%,unit,200,1026,1.7,NA,14,91.9,1.0,NA,1,100.0,503,0.2,0.6,NA,1,100.0,173,0,2.2,NA,17,92.6,139,<0.1,1.6,NA,5,98.2,544,137,121,0.3
55,30%,unit,200,938,2.3,NA,85,87.6,2.2,NA,21,95.3,589,0.2,1.5,NA,20,92.3,137,0,2.2,NA,93,86.9,346,0.1,1.3,NA,8,94.2,450,111,120,0.2
57,30%,unit,200,1160,6.1,NA,283,83.7,2.2,NA,7,97.6,834,0.2,3.0,NA,66,95.0,239,0,7.8,NA,543,85.0,360,0.1,1.9,NA,4,96.8,830,157,120,0.2
59,30%,unit,200,961,6.8,NA,1055,80.6,2.3,NA,28,92.9,738,0.2,3.3,NA,437,86.1,135,0,5.2,NA,599,81.5,362,0.1,2.6,NA,47,93.1,627,107,118,0.2
61,30%,unit,200,931,10.4,NA,2233,76.0,3.2,NA,78,91.8,927,0.3,3.6,NA,356,83.7,123,0,7.8,NA,1469,76.1,443,0.1,2.9,NA,40,92.2,863,76,215,0.3
63,30%,unit,200,1011,3.4,NA,272,84.0,2.7,NA,88,91.6,656,0.1,2.5,NA,111,89.8,187,0,3.4,NA,272,84.0,120,<0.1,2.7,NA,16,94.0,768,101,206,0.3
65,30%,unit,200,1011,1.3,NA,4,93.8,0.4,NA,1,100.0,225,<0.1,0.6,NA,1,100.0,131,<0.1,1.4,NA,1,100.0,237,<0.1,0.4,NA,1,100.0,299,107,120,0.1
67,30%,unit,200,1174,3.4,NA,128,81.6,1.6,NA,7,95.6,590,0.2,1.9,NA,25,94.0,209,<0.1,5.5,NA,418,81.6,229,<0.1,2.2,NA,17,96.1,480,166,118,0.2
69,30%,unit,200,1083,104.8,NA,18364,76.3,9.6,NA,356,90.6,1244,0.5,33.9,NA,4670,84.0,208,<0.1,25.5,NA,3021,71.3,452,0.1,6.4,NA,134,91.1,1149,147,120,0.5
71,30%,unit,200,952,3.9,NA,304,82.9,2.4,NA,14,93.9,801,0.2,2.8,NA,116,87.5,123,0,3.3,NA,134,83.4,120,<0.1,3.1,NA,46,93.4,814,77,224,0.3
73,30%,unit,200,1078,4.5,NA,258,82.5,0.9,NA,1,100.0,626,0.1,1.8,NA,14,95.5,182,0,4.2,NA,241,85.5,349,0.1,0.8,NA,1,100.0,656,126,130,0.1
75,30%,unit,26300,41500,3510.4,0.9,16354,21.6,3456.3,0.9,15872,21.6,300,30.1,381.1,NA,58,100.0,2934,0.2,3571.3,0.9,15935,21.6,0,<0.1,443.3,NA,1,100.0,8706,522,0,60.4
77,30%,unit,200,961,6.8,NA,1055,80.6,2.3,NA,28,92.9,738,0.2,3.3,NA,437,86.1,135,<0.1,5.3,NA,599,81.5,362,0.1,2.7,NA,47,93.1,627,107,118,0.2
79,30%,unit,26300,41500,3521.8,0.9,17071,21.6,3493.6,0.9,17110,21.6,300,30.1,3547.8,0.8,3886,28.2,2610,0.1,3532.4,0.9,17545,21.6,0,0,559.2,NA,1,100.0,6610,522,0,55.2
81,30%,unit,199,1091,2.5,NA,29,91.0,0.7,NA,1,100.0,228,0.1,0.6,NA,1,100.0,172,0,2.3,NA,9,93.0,350,0.1,0.9,NA,1,100.0,305,140,118,0.2
83,30%,unit,200,1172,11.7,NA,876,82.7,4.8,NA,44,94.7,1225,0.3,3.9,NA,86,91.1,238,0,9.6,NA,600,83.5,696,0.1,4.5,NA,40,95.5,1178,140,220,0.4
85,30%,unit,11470,17408,5.3,NA,1,100.0,5.3,NA,1,100.0,215,<0.1,6.1,NA,1,100.0,215,<0.1,5.4,NA,1,100.0,0,<0.1,6.2,NA,1,100.0,215,215,0,0.1
87,30%,unit,13590,21240,3530.4,0.7,150501,39.5,60.4,NA,1,100.0,4955,12.4,3530.3,0.6,62401,39.5,2007,0.2,3531.8,0.6,138823,39.5,0,0.5,60.7,NA,1,100.0,4658,446,0,11.2
89,30%,unit,57316,77978,3560.9,<0.1,530,99.2,3508.2,<0.1,450,99.6,30000,19.9,3567.8,<0.1,605,99.5,1590,0.3,3547.3,<0.1,544,99.2,0,0,3578.4,<0.1,634,99.6,30000,636,0,19.9
91,30%,unit,200,1163,221.9,NA,38153,72.5,11.7,NA,254,90.0,1941,0.6,28.5,NA,3355,82.8,248,0,77.5,NA,13749,72.9,355,0.1,11.9,NA,349,89.1,1304,157,120,0.4
93,30%,unit,200,1162,2.5,NA,13,92.8,1.1,NA,1,100.0,589,0.1,2.0,NA,15,97.5,242,0,3.8,NA,102,89.4,239,<0.1,1.2,NA,1,100.0,583,174,118,0.1
95,30%,unit,15783,24663,3549.7,0.6,79441,40.4,49.7,NA,1,100.0,6731,1.9,3558.9,0.6,47201,40.4,2079,0.2,3547.3,0.6,75701,40.4,0,0.6,52.8,NA,1,100.0,6731,462,0,2.2
97,30%,unit,18096,28281,3547.3,0.6,34763,39.6,147.9,NA,1,100.0,6731,25.9,3564.0,0.6,21015,39.6,2380,0.1,3568.1,0.6,40001,39.6,0,0.1,142.7,NA,1,100.0,6731,476,0,25.5
99,30%,unit,26300,41500,3576.3,0.9,15301,21.5,3574.4,0.9,15821,21.5,300,30.1,436.9,NA,1,100.0,2561,0.1,3546.3,0.9,15807,21.5,0,0.1,559.8,NA,1,100.0,8407,522,0,57.2
101,30%,unit,26300,41500,3555.0,0.9,15048,21.6,3547.9,0.9,15145,21.6,300,30.1,431.9,NA,1,100.0,3064,<0.1,3561.0,0.9,15121,21.6,0,<0.1,413.2,NA,1,100.0,9227,522,0,50.9
103,30%,unit,15783,24663,103.5,NA,1,100.0,95.4,NA,1,100.0,6667,11.4,3555.2,0.6,30401,39.3,2079,0.1,83.0,NA,1,100.0,0,0,97.3,NA,1,100.0,6667,462,0,11.5
105,30%,unit,26300,41500,3451.6,0.9,14863,21.7,3576.1,0.9,15201,21.7,300,30.1,3560.9,0.8,6171,28.2,2610,0.1,3540.1,0.9,14940,21.7,0,<0.1,415.5,NA,1,100.0,9673,522,0,23.1
107,30%,unit,13590,21240,3548.1,0.6,91803,40.5,38.7,NA,1,100.0,5557,0.8,3554.1,0.6,36950,40.5,2007,0.1,3519.5,0.6,91001,40.5,0,0.6,42.0,NA,1,100.0,5557,446,0,1.2
109,30%,unit,66992,90970,3592.0,0.3,11,99.4,3591.9,<0.1,1,99.9,30000,26.9,3573.4,0.1,84,99.7,1697,0.5,3591.9,0.3,11,99.4,0,0,3591.6,<0.1,1,99.8,30000,666,0,25.9
111,30%,unit,450,17831,3590.4,5.0,2203,58.5,3580.5,6.2,1378,62.3,10591,<0.1,3566.7,8.0,1,63.7,44892,1.4,3536.1,6.0,2901,57.6,8199,4.7,3577.2,8.0,1,68.1,10591,40936,542,1.4
113,30%,unit,26300,41500,3535.2,0.9,16008,21.7,3546.4,0.9,15891,21.7,300,30.2,365.5,NA,1,100.0,2616,0.1,3552.3,0.9,15914,21.7,0,<0.1,475.1,NA,1,100.0,9807,522,0,60.5
115,30%,unit,18096,28281,3464.8,0.6,53101,40.7,75.5,NA,1,100.0,7039,5.9,3577.3,0.6,31374,40.7,2142,0.1,3549.3,0.6,53601,40.7,0,0.7,83.0,NA,1,100.0,7039,476,0,6.7
117,30%,unit,18096,28281,3556.2,0.7,17872,30.2,3553.1,0.7,24208,30.2,650,30.2,3538.0,0.6,63099,40.0,2380,0.2,3558.6,0.7,17519,30.2,0,<0.1,160.6,NA,1,100.0,6849,476,0,21.6
119,30%,unit,18096,28281,3574.0,0.6,51601,39.3,216.6,NA,1,100.0,7891,27.5,165.6,NA,1,100.0,2718,<0.1,3574.0,0.6,62998,39.3,0,0.1,159.7,NA,1,100.0,7061,476,0,22.8
121,30%,unit,18096,28281,3567.4,0.6,34953,40.7,74.2,NA,1,100.0,8257,1.9,3523.8,0.6,26434,40.7,2142,0.1,3496.3,0.6,35801,40.7,0,0.6,73.8,NA,1,100.0,8257,476,0,2.4
123,30%,unit,26300,41500,3548.5,0.9,15108,21.6,3576.1,0.9,14401,21.6,300,30.1,411.3,NA,1,100.0,2610,0.1,3571.4,0.9,15201,21.6,0,0.1,424.9,NA,1,100.0,6865,522,0,59.5
125,30%,unit,26300,41500,3547.7,0.9,15312,21.5,3543.7,0.9,14817,21.5,300,30.1,415.6,NA,1,100.0,2949,0.1,3534.0,0.9,15134,21.5,0,<0.1,445.6,NA,1,100.0,8114,522,0,50.8
127,30%,unit,18096,28281,3518.3,0.6,52247,40.1,82.2,NA,1,100.0,7824,3.7,3550.1,0.6,22701,40.1,2142,0.1,3551.0,0.6,47288,40.1,0,0.8,74.5,NA,1,100.0,7824,476,0,4.0
129,30%,unit,15783,24663,3467.6,0.6,57500,41.0,55.2,NA,1,100.0,6687,2.2,3547.3,0.6,36401,41.0,2079,0.1,3517.2,0.6,78801,41.0,0,0.6,57.2,NA,1,100.0,6391,462,0,2.8
131,30%,unit,2980,5360,3566.3,0.5,189401,40.2,3545.9,0.4,80901,46.6,3952,27.5,3581.1,0.4,97685,42.6,459,0.2,3568.9,0.5,188882,40.2,0,0.5,3454.6,0.4,76260,46.7,3631,191,0,22.6
133,30%,unit,15783,24663,3564.7,0.6,57320,40.8,54.3,NA,1,100.0,6237,2.4,59.4,NA,1,100.0,2311,0.1,3563.6,0.6,43001,40.8,0,0.5,57.0,NA,1,100.0,6029,462,0,2.8
135,30%,unit,26300,41500,3569.1,0.9,15961,21.7,3591.1,0.9,15841,21.7,300,30.1,3551.4,0.8,9956,28.2,2349,0.1,3562.8,0.9,16061,21.7,0,<0.1,484.8,NA,1,100.0,8352,522,0,71.5
137,30%,unit,26300,41500,3575.2,0.9,15449,21.7,3580.5,0.9,15051,21.7,300,30.1,3576.4,0.8,8726,28.3,2349,0.1,3567.0,0.9,15540,21.7,0,<0.1,573.5,NA,1,100.0,8266,522,0,81.1
139,30%,unit,18096,28281,3548.8,0.6,41315,40.5,67.4,NA,1,100.0,7524,2.4,3553.8,0.6,32801,40.5,2142,0.1,3560.0,0.6,41971,40.5,0,0.6,86.5,NA,1,100.0,7524,476,0,3.2
141,30%,unit,18096,28281,3552.3,0.6,79401,40.4,96.8,NA,1,100.0,6796,4.2,3553.0,0.6,59891,40.4,2142,0.2,3562.9,0.7,75921,40.4,0,0.7,85.4,NA,1,100.0,6796,476,0,4.3
143,30%,unit,18096,28281,3547.7,0.6,70801,40.0,73.3,NA,1,100.0,7365,2.9,3559.7,0.6,31150,40.0,2142,0.1,3565.4,0.6,70601,40.0,0,0.7,89.9,NA,1,100.0,7365,476,0,3.8
145,30%,unit,18096,28281,3550.1,0.6,50001,40.1,165.2,NA,1,100.0,6999,12.8,3577.0,0.6,27603,40.1,2142,0.1,3554.8,0.6,49201,40.1,0,0.1,138.4,NA,1,100.0,6999,476,0,12.6
147,30%,unit,18096,28281,3520.9,0.6,53072,40.9,69.0,NA,1,100.0,7762,1.9,3574.6,0.6,75401,40.9,2142,0.2,3561.3,0.6,52698,40.9,0,0.7,90.3,NA,1,100.0,7762,476,0,3.0
149,30%,unit,26300,41500,3589.7,0.9,15916,21.5,3543.1,0.9,14411,21.5,300,30.1,3581.5,0.8,6791,28.1,2610,0.1,3556.2,0.9,15941,21.5,0,<0.1,489.1,NA,1,100.0,7717,522,0,50.6
151,30%,unit,15783,24663,3576.3,0.6,37901,40.7,58.8,NA,1,100.0,6456,3.1,56.9,NA,1,100.0,2310,<0.1,3578.0,0.6,34012,40.7,0,0.5,76.7,NA,1,100.0,6456,462,0,4.0
153,30%,unit,29076,45570,3573.4,0.5,28524,54.3,201.1,NA,1,100.0,6766,29.0,194.7,NA,1,100.0,4632,0.1,3562.7,0.5,28001,54.3,0,1.9,224.8,NA,1,100.0,7147,534,0,23.4
155,30%,unit,26300,41500,3574.9,0.9,16367,21.7,3527.0,1.0,16301,21.7,300,30.1,394.2,NA,1,100.0,2612,0.1,3564.0,0.9,16801,21.7,0,<0.1,708.9,NA,1,100.0,8818,522,0,62.5
157,30%,unit,2980,5360,3557.3,0.4,214289,43.3,3557.0,0.4,102081,48.9,2827,19.2,3582.0,0.4,122189,45.8,500,0.3,3574.6,0.4,214237,43.3,0,0.6,3565.1,0.3,102073,49.1,3163,211,0,22.1
159,30%,unit,18096,28281,3551.7,0.6,44201,40.0,80.5,NA,1,100.0,7681,3.4,3463.8,0.6,33601,40.0,2142,0.1,3553.5,0.6,45696,40.0,0,0.7,94.8,NA,1,100.0,7681,476,0,4.2
161,30%,unit,138141,227241,845.2,NA,1,100.0,793.5,NA,1,100.0,16289,1.9,905.4,NA,1,100.0,1432,0.8,923.0,NA,1,100.0,0,<0.1,822.1,NA,1,100.0,16086,768,0,1.9
163,30%,unit,18096,28281,3572.9,0.7,42301,39.9,214.9,NA,1,100.0,7552,15.2,3544.4,0.6,23501,39.9,2142,0.1,3557.7,0.7,43183,39.9,0,0.1,175.9,NA,1,100.0,7552,476,0,14.6
165,30%,unit,18096,28281,3395.2,0.6,66502,40.8,111.4,NA,1,100.0,7669,12.2,3380.1,0.6,58001,40.8,2142,0.2,3345.1,0.6,63301,40.8,0,0.1,114.2,NA,1,100.0,7669,476,0,12.3
167,30%,unit,15783,24663,3496.1,0.6,38847,40.2,83.5,NA,1,100.0,5691,12.2,3478.5,0.6,42244,40.2,2079,0.1,3512.1,0.6,36913,40.2,0,0.6,75.7,NA,1,100.0,5108,462,0,11.8
169,30%,unit,4768,8576,3549.4,0.5,76666,38.7,3542.9,0.4,38571,44.8,6231,87.4,3581.3,0.5,43473,40.9,737,0.2,3575.7,0.6,76237,38.7,0,0.5,3563.3,0.5,41895,45.3,7558,285,0,107.4
171,30%,unit,18096,28281,3574.1,0.6,39192,40.6,79.5,NA,1,100.0,7732,2.3,3561.1,0.6,38996,40.6,2142,0.1,3559.7,0.6,37601,40.6,0,0.6,99.1,NA,1,100.0,7732,476,0,3.1
173,30%,unit,56860,77264,3574.5,<0.1,676,99.1,3567.1,<0.1,359,99.7,30000,16.9,3585.0,<0.1,801,99.4,1480,0.3,3565.9,<0.1,570,99.1,0,0,3570.8,<0.1,551,99.6,30000,634,0,20.5
175,30%,unit,3523,6446,3565.5,0.6,153398,33.7,3540.1,0.6,60861,40.7,4609,33.4,3575.2,0.6,97277,37.6,691,0.3,3554.9,0.6,150924,33.7,0,0.6,3557.1,0.5,83101,40.6,4043,266,0,31.6
177,30%,unit,5066,9112,3526.7,0.5,67101,37.8,3568.6,0.5,37619,44.9,7956,105.6,3547.4,0.5,33301,41.5,765,0.1,3541.5,0.5,67501,37.8,0,0.6,3495.7,0.5,34601,44.8,8763,337,0,184.4
179,30%,unit,15783,24663,3542.5,0.6,61202,40.2,141.4,NA,1,100.0,6005,13.7,3567.3,0.6,29001,40.2,2079,0.1,3566.6,0.6,63601,40.2,0,0.2,124.8,NA,1,100.0,6005,462,0,13.4
181,30%,unit,18096,28281,3543.3,0.6,39801,40.6,77.3,NA,1,100.0,7500,1.6,90.8,NA,1,100.0,2540,0.1,3564.5,0.6,39473,40.6,0,0.6,67.0,NA,1,100.0,7500,476,0,2.2
183,30%,unit,72420,118362,160.4,NA,1,100.0,160.3,NA,1,100.0,3016,1.2,200.0,NA,1,100.0,625,0.1,162.7,NA,1,100.0,0,1.5,195.6,NA,1,100.0,3016,513,0,2.8
185,30%,unit,3523,6446,3574.9,0.7,131049,39.3,3542.7,0.5,87448,44.5,4525,42.3,3571.6,0.6,80357,41.7,621,0.2,3539.0,0.6,128307,39.3,0,0.5,3496.3,0.6,64801,44.3,5727,276,0,45.4
187,30%,unit,4227,7734,3566.2,0.7,119201,33.4,3575.6,0.7,33461,40.1,6574,52.5,3518.0,0.6,50181,37.3,807,0.1,3589.2,0.7,120001,33.4,0,0.7,3476.4,0.6,45642,40.1,6243,356,0,58.5
189,30%,unit,7400,13600,3516.9,0.7,20011,34.7,3537.4,1.0,8211,43.6,10057,217.2,3586.2,0.6,14042,39.1,1270,0.1,3556.8,0.7,20354,34.7,0,1.1,3554.5,0.5,11275,43.9,12762,472,0,447.8
191,30%,unit,4579,8378,3548.0,0.6,71701,35.5,3533.8,0.5,31626,42.7,5391,64.4,3541.8,0.6,51930,38.8,831,0.1,3561.4,0.6,71033,35.5,0,0.6,3522.6,0.6,33952,42.9,6555,342,0,124.9
193,30%,unit,7030,12920,3528.0,0.5,32088,33.0,3523.8,0.8,9241,43.2,7082,230.2,3536.5,0.7,19272,38.7,1250,0.1,3533.5,0.5,31401,33.0,0,1.0,3528.9,0.4,14040,42.9,8792,447,0,333.3
195,30%,unit,1150,81068,3591.0,11.5,1,26.7,3591.1,12.4,1,27.9,10568,<0.1,3591.7,12.4,1,27.3,7378,0.2,3591.5,12.5,1,25.3,16014,30.2,3591.2,13.7,1,24.9,10568,3906,1382,1.8
197,30%,unit,1534,127011,3591.6,12.9,1,20.9,3591.5,12.4,1,22.8,10026,<0.1,3591.6,13.7,1,19.9,6399,0.2,3591.6,13.7,1,18.6,11442,28.9,3591.6,14.1,1,18.4,10026,4266,1850,3.3
199,30%,unit,1534,126163,3591.6,13.2,1,20.0,3585.9,13.3,1,21.2,10002,<0.1,3591.7,14.2,1,18.0,6162,0.1,3591.5,14.2,1,17.0,7156,18.8,3591.6,14.2,1,17.4,10002,4503,1847,4.1
1,40%,unit,6160,40207,3470.8,<0.1,233685,90.6,11.1,NA,48,97.5,4800,<0.1,7.4,NA,1,100.0,589,<0.1,3410.1,<0.1,222889,90.6,0,0.9,8.0,NA,1,100.0,4418,436,0,0.5
3,40%,unit,60541,48418,11.6,NA,1,100.0,11.2,NA,1,100.0,0,0,17.9,NA,1,100.0,0,0,11.7,NA,1,100.0,0,0,18.5,NA,1,100.0,0,0,0,0
5,40%,unit,200,798,9.3,NA,1248,81.7,3.4,NA,79,94.0,1165,0.3,6.3,NA,1284,87.8,120,0,12.5,NA,1741,75.4,770,0.3,4.1,NA,169,93.0,880,87,160,0.4
7,40%,unit,8794,10121,2.6,NA,1,100.0,2.5,NA,1,100.0,93,0,3.0,NA,1,100.0,35,0,2.6,NA,1,100.0,0,<0.1,2.9,NA,1,100.0,93,35,0,<0.1
9,40%,unit,38452,174645,3572.3,0.2,361,96.6,3573.5,0.2,168,96.8,12000,<0.1,728.6,NA,190,100.0,3516,0.4,3588.9,0.2,303,96.6,0,0,956.9,NA,201,100.0,12000,3483,0,0.8
11,40%,unit,9877,25973,663.6,NA,66888,95.5,566.1,NA,53594,95.9,9714,0.2,7.6,NA,1,100.0,485,0.1,691.5,NA,66888,95.5,0,1.4,13.0,NA,1,100.0,6178,444,0,1.6
13,40%,unit,45307,36697,6.5,NA,1,100.0,6.7,NA,1,100.0,0,0,9.7,NA,1,100.0,0,0,6.8,NA,1,100.0,0,0,9.3,NA,1,100.0,0,0,0,0
15,40%,unit,53610,42940,8.9,NA,1,100.0,8.9,NA,1,100.0,0,0,12.9,NA,1,100.0,0,0,9.1,NA,1,100.0,0,0,12.9,NA,1,100.0,0,0,0,0
17,40%,unit,23541,34233,46.5,NA,1,100.0,29.9,NA,1,100.0,2452,0.2,43.2,NA,1,100.0,475,<0.1,50.0,NA,1,100.0,0,2.2,37.1,NA,1,100.0,2454,264,0,2.5
19,40%,unit,200,862,4.4,NA,264,90.2,2.1,NA,9,97.1,832,0.4,2.4,NA,74,92.1,122,0,6.7,NA,467,81.5,635,0.3,2.7,NA,53,96.1,600,94,160,0.3
21,40%,unit,24765,19655,2.0,NA,1,100.0,2.1,NA,1,100.0,0,0,3.0,NA,1,100.0,0,0,2.1,NA,1,100.0,0,0,3.0,NA,1,100.0,0,0,0,0
23,40%,unit,27717,133665,3534.8,0.6,3972,88.9,3516.1,0.6,3801,89.6,12000,<0.1,539.1,NA,301,100.0,3171,0.3,3528.4,0.6,4069,88.9,0,<0.1,770.7,NA,1121,100.0,12000,3079,0,0.7
25,40%,unit,23194,18295,1.8,NA,1,100.0,1.8,NA,1,100.0,0,0,2.6,NA,1,100.0,0,0,1.8,NA,1,100.0,0,0,2.6,NA,1,100.0,0,0,0,0
27,40%,unit,65866,52435,13.1,NA,1,100.0,13.1,NA,1,100.0,0,0,21.0,NA,1,100.0,0,0,13.8,NA,1,100.0,0,0,20.9,NA,1,100.0,0,0,0,0
29,40%,unit,13431,16234,6.4,NA,1,100.0,7.8,NA,1,100.0,238,0,8.4,NA,1,100.0,171,0,6.6,NA,1,100.0,0,<0.1,8.4,NA,1,100.0,238,171,0,<0.1
31,40%,unit,200,813,9.5,NA,643,88.6,3.7,NA,68,94.9,1197,0.4,3.9,NA,160,92.3,242,<0.1,18.7,NA,1913,86.1,318,0.1,6.5,NA,232,94.7,1476,165,159,0.6
33,40%,unit,4410,6885,16.4,NA,41,99.8,20.2,NA,1,100.0,3207,9.7,15.6,NA,301,99.8,378,<0.1,17.8,NA,41,99.8,0,1.4,40.0,NA,51,99.8,6739,182,0,18.1
35,40%,unit,200,864,43.4,NA,4970,78.4,9.1,NA,177,93.6,1980,0.7,20.0,NA,1601,84.2,150,0,37.8,NA,4262,78.1,789,0.3,7.7,NA,156,93.3,1628,100,306,0.7
37,40%,unit,198,808,234.5,NA,34270,73.2,15.4,NA,959,90.1,1957,0.6,61.1,NA,10094,78.9,105,0,327.2,NA,61099,73.7,653,0.4,19.0,NA,1450,89.1,1961,80,165,0.7
39,40%,unit,6795,10620,26.2,NA,37,100.0,41.1,NA,19,100.0,5135,13.3,33.3,NA,330,100.0,482,0,29.6,NA,37,100.0,0,3.3,129.5,NA,81,100.0,11253,195,0,74.2
41,40%,unit,200,1023,1311.0,NA,154541,75.0,27.8,NA,1363,89.4,1522,0.5,69.3,NA,9914,84.0,275,0,586.9,NA,62371,76.5,639,0.3,67.3,NA,4471,89.6,1921,153,160,0.7
43,40%,unit,200,841,115.4,NA,14037,86.0,14.8,NA,737,93.5,1841,0.7,20.9,NA,1974,89.3,264,0,137.3,NA,17832,85.9,1038,0.5,18.3,NA,1129,92.1,1233,170,160,0.5
45,40%,unit,200,1020,705.5,NA,64879,75.2,60.1,NA,4231,90.9,1757,0.6,69.1,NA,7754,82.4,228,0,1195.6,NA,126766,77.7,790,0.4,16.5,NA,705,91.3,1685,153,173,0.8
47,40%,unit,200,1093,434.6,NA,54100,76.6,18.4,NA,738,91.9,1522,0.6,81.2,NA,10022,83.2,243,<0.1,389.5,NA,43291,75.9,645,0.2,18.4,NA,866,90.8,1167,156,160,0.6
49,40%,unit,200,933,32.8,NA,4977,81.1,4.7,NA,85,94.8,1109,0.5,6.2,NA,498,89.0,166,0,9.4,NA,626,85.3,744,0.3,4.5,NA,87,94.1,982,124,160,0.5
51,40%,unit,200,1098,2450.5,NA,306462,76.4,21.6,NA,696,91.2,1560,0.6,107.5,NA,11706,85.8,314,<0.1,403.4,NA,49337,76.3,794,0.3,15.1,NA,415,92.4,1889,152,304,0.8
53,40%,unit,200,1026,139.7,NA,16319,75.0,22.3,NA,1006,91.6,2056,0.8,18.8,NA,1683,84.5,214,0,359.2,NA,36387,75.7,643,0.3,12.0,NA,272,92.3,2375,156,160,1.0
55,40%,unit,200,938,178.3,NA,25260,77.6,26.3,NA,2553,89.2,1234,0.4,68.2,NA,10087,82.0,196,0,233.9,NA,35836,75.6,967,0.4,17.6,NA,1130,89.1,1329,135,311,0.8
57,40%,unit,200,1160,3538.8,0.4,289651,75.2,139.6,NA,5628,90.3,2591,0.9,872.7,NA,76113,84.2,330,0.1,3525.6,0.5,244676,74.0,1628,0.9,227.9,NA,11110,89.9,2277,162,304,1.2
59,40%,unit,200,961,88.9,NA,13329,79.7,10.6,NA,510,92.3,1298,0.4,22.1,NA,2476,85.5,213,<0.1,169.6,NA,19833,75.9,704,0.4,8.4,NA,282,92.7,1411,150,190,0.5
61,40%,unit,200,931,571.2,NA,89126,72.5,41.4,NA,3594,88.4,1605,0.5,90.6,NA,10748,78.4,185,<0.1,998.1,NA,130254,71.2,954,0.5,32.2,NA,1684,87.8,1655,123,306,0.7
63,40%,unit,200,1011,116.6,NA,12479,77.2,11.0,NA,305,91.9,1904,0.6,30.3,NA,3494,85.4,229,0,198.6,NA,25176,80.3,982,0.5,12.0,NA,231,92.4,2429,150,162,1.0
65,40%,unit,200,1011,79.0,NA,6390,81.0,8.7,NA,222,93.6,1477,0.5,13.1,NA,1307,87.7,184,0,208.7,NA,20499,78.3,907,0.4,14.3,NA,412,92.6,1582,141,160,0.8
67,40%,unit,200,1174,1348.1,NA,162745,73.7,43.4,NA,2005,90.9,1382,0.6,50.2,NA,6189,86.7,311,<0.1,829.3,NA,141609,75.4,621,0.3,32.1,NA,2350,91.0,1534,178,160,0.8
69,40%,unit,200,1083,3522.2,0.6,292801,73.0,56.8,NA,1500,89.8,2133,0.6,270.9,NA,21022,81.5,284,<0.1,2870.9,NA,309081,73.9,1299,0.8,264.5,NA,11971,90.4,2557,155,310,1.3
71,40%,unit,200,952,525.0,NA,55295,72.6,25.6,NA,1417,89.4,1520,0.5,63.9,NA,7838,81.3,166,<0.1,383.0,NA,35436,74.6,957,0.4,36.8,NA,2675,89.6,1767,117,160,0.6
73,40%,unit,200,1078,3526.4,0.4,537919,73.3,124.0,NA,10789,87.6,1586,0.6,372.8,NA,55280,81.2,258,<0.1,3354.2,NA,574920,73.7,824,0.7,56.1,NA,3166,88.0,2530,154,308,1.5
75,40%,unit,26300,41500,3546.2,<0.1,17212,99.5,3414.3,<0.1,17794,99.5,10734,41.2,3492.0,<0.1,18408,99.5,838,0.1,3535.8,<0.1,17301,99.5,0,<0.1,3499.5,<0.1,8513,99.5,25141,522,0,261.9
77,40%,unit,200,961,89.3,NA,13329,79.7,10.7,NA,510,92.3,1298,0.5,22.3,NA,2476,85.5,213,<0.1,171.1,NA,19833,75.9,704,0.4,8.4,NA,282,92.7,1411,150,190,0.5
79,40%,unit,26300,41500,3510.4,<0.1,10601,99.4,3502.2,<0.1,16485,99.4,8582,41.6,3440.3,<0.1,17426,99.4,850,0.1,3518.7,<0.1,10501,99.4,0,<0.1,3537.2,<0.1,14770,99.4,15422,522,0,273.1
81,40%,unit,199,1091,696.7,NA,67958,76.1,29.8,NA,1473,88.5,1506,0.6,140.4,NA,20410,82.4,222,<0.1,1359.5,NA,136742,74.0,1386,0.7,44.3,NA,2892,89.2,1482,161,158,0.7
83,40%,unit,200,1172,3549.5,0.9,274301,71.9,288.6,NA,12092,86.9,2316,0.9,3484.5,0.3,233486,77.7,305,0.2,3470.9,1.1,330501,69.1,847,0.8,1759.0,NA,86647,86.7,2511,163,168,1.2
85,40%,unit,11470,17408,16.3,NA,1,100.0,22.9,NA,1,100.0,2793,3.5,19.6,NA,1,100.0,669,<0.1,19.6,NA,1,100.0,0,3.0,26.2,NA,1,100.0,2793,430,0,6.3
87,40%,unit,13590,21240,132.8,NA,211,99.9,199.6,NA,341,99.9,10246,45.9,117.8,NA,181,99.9,683,0,132.6,NA,211,99.9,0,0,463.0,NA,81,99.9,16225,329,0,260.5
